filter_id,arm,fueltype,group,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,Cl,Na,BC,PM25
3M50038,Control,Biomass,Baseline,0.0692,0.1938,0.0088,0.1313,0.3547,0.118,0.0111,0.0038,0.0827,0.0031,0.305,0.0908,2.584502789,24.28478888
3M50039,Intervention,Biomass,Baseline,0.1172,0.461,0.7402,0.2661,1.015,0.6348,0.0323,0.0161,0.2321,0.0046,0.7853,0.154,13.57936638,78.89901835
3M50040,Control,Biomass,Baseline,0.1216,0.0077,0.2425,0.3313,1.9132,0.6317,0.0276,0.0133,0.1395,0.0064,2.6481,0.0915,95.61282816,283.4125458
3M50046,Control,Biomass,Baseline,0.1992,1.6462,1.899,0.236,1.8146,0.5638,0.1105,0.0241,0.8825,0.0031,2.9458,0.1198,10.03408894,140.438434
3M50080,Intervention,Biomass,Baseline,0.1087,0.1857,0.8719,0.4874,0.7701,1.0556,0.0276,0.0038,0.1456,0.0031,1.2492,0.0517,10.65904838,57.53373586
3M50107,Control,Biomass,Control,0.03,0.0077,0.0088,0.1635,0.8615,0.0376,0.0111,0.0068,0.053900000000000003,0.0031,1.1414,0.0908,10.84864053,105.4094753
3M50113,Intervention,Biomass,Baseline,0.1708,0.0077,0.0731,0.2891,1.9753,0.3737,0.0161,0.0161,0.1554,0.0082,3.07,0.118,18.10095484,131.1334961
3M50148,Control,Biomass,Control,0.1881,0.7904,2.1355,0.2827,1.7105,0.6944,0.1059,0.0309,0.6341,0.0155,2.8362,0.1866,15.9761811,112.5138665
3M50150,Intervention,LPG,Intervention,0.0566,0.3094,0.6807,0.1107,0.4447,0.442,0.0438,0.0362,0.4971,0.0031,0.2703,0.092,2.550552014,17.11841205
3M50188,Intervention,Biomass,Baseline,0.0152,0.0077,0.0088,0.057,0.1998,0.0774,0.0111,0.0068,0.0429,0.0031,0.1273,0.0517,11.59620846,35.71485262
3M50190,Control,Biomass,Control,0.0407,0.1534,0.0088,0.1671,0.6321,0.1057,0.0111,0.0038,0.0429,0.0031,0.8163,0.0517,11.08881201,70.79872963
3M50193,Control,Biomass,Control,0.0685,0.297,0.175,0.187,1.0366,0.154,0.0254,0.0268,0.1404,0.0031,1.2601,0.0517,8.939040098,72.61272694
3M50212,Control,Biomass,Baseline,0.0665,0.559,0.6262,0.3996,0.3569,0.1987,0.046,0.0133,0.2411,0.0046,0.1773,0.0517,4.620283818,28.03391715
3M50727,Control,Biomass,Baseline,0.1399,0.6933,1.4347,0.2559,1.8091,0.9646,0.0668,0.0455,0.4789,0.0468,5.9117,0.0517,9.140840192,184.7196091
3M50733,Control,Biomass,Control,0.1028,0.9685,1.9362,0.4907,2.2967,0.8474,0.1313,0.0816,0.7857,0.0155,2.5568,0.0831,7.962898578,411.7681595
3M50755,Intervention,Biomass,Baseline,0.0694,0.0705,0.1134,0.4989,3.6518,0.4244,0.0111,0.0108,0.1375,0.0031,9.6665,0.0517,17.75336159,313.6862842
3M50757,Control,Biomass,Control,0.0785,0.2296,0.633,0.2385,0.9836,0.4297,0.0345,0.0334,0.2789,0.0137,1.1031,0.1036,11.16643865,45.47868061
3M50775,Intervention,LPG,Intervention,0.0194,0.0077,0.1443,0.2602,0.3411,0.1848,0.023,0.0148,0.2171,0.0046,0.1368,0.0517,2.575930641,21.89907638
3M50783,Intervention,Biomass,Baseline,0.0603,0.0077,0.0088,0.3684,1.2576,0.1691,0.0111,0.0093,0.0418,0.0031,2.555,0.0783,11.48788761,98.13229234
3M50786,Intervention,LPG,Intervention,0.0159,0.0254,0.0802,0.271,0.1541,0.1392,0.0206,0.0038,0.0917,0.0194,0.0623,0.0517,2.554747001,17.14656733
3M50794,Intervention,LPG,Intervention,0.0491,0.3327,0.0548,0.1706,0.1903,0.0787,0.023,0.0038,0.0997,0.0031,0.0636,0.0767,2.563241327,14.55320776
3M50813,Intervention,LPG,Intervention,0.0783,0.3119,0.0088,0.1614,0.561,0.2734,0.0111,0.0038,0.0219,0.0031,0.4474,0.0517,4.892116288,37.75852228
3M50821,Control,Biomass,Control,0.0743,0.2677,0.1638,0.2292,0.6394,0.1521,0.0206,0.0038,0.1067,0.0155,0.515,0.1401,5.112406666,27.09351385
3M50824,Control,Biomass,Control,0.0807,0.0345,0.0088,0.4675,2.0684,0.6224,0.0184,0.0038,0.1266,0.0031,4.7027,0.0871,12.86530738,328.5712221
3M50825,Intervention,LPG,Intervention,0.0464,0.3377,0.8315,0.2067,0.3773,0.204,0.076,0.0442,0.4898,0.0082,0.2849,0.1171,2.623794217,21.13198569
3M50829,Intervention,Biomass,Baseline,0.151,0.2604,0.9776,0.5758,3.7906,0.8678,0.0484,0.0495,0.2869,0.0046,9.1241,0.084,12.02412121,272.8286748
3M50833,Intervention,LPG,Intervention,0.0205,0.0077,0.0088,0.2402,0.3983,0.0572,0.0184,0.0148,0.1116,0.01,0.1963,0.1183,2.567415168,9.673464073
3M50871,Control,Biomass,Control,0.0066,0.0077,0.0088,0.7743,6.899,0.0696,0.0161,0.0121,0.0398,0.0212,9.2483,0.0517,11.95450085,363.6288972
3M50876,Control,Biomass,Control,0.0475,0.0471,0.3256,0.4014,3.1989,0.3415,0.0111,0.0309,0.0488,0.0046,7.4001,0.0517,10.51080519,211.2730529
3M50877,Control,Biomass,Control,0.1251,0.3795,0.8538,0.301,1.0006,0.4392,0.0391,0.0038,0.0648,0.0031,0.4493,0.1664,5.726621133,91.81537594
3M50888,Control,Biomass,Control,0.086,0.3353,0.1136,0.1328,0.7422,0.1797,0.0111,0.0108,0.1185,0.0031,1.0227,0.0517,9.697128059,85.14992908
3M50889,Control,Biomass,Control,0.1074,0.452,0.3665,0.1381,0.4799,0.3629,0.0111,0.0148,0.1445,0.0031,0.2758,0.0517,2.610565002,21.02543786
3M50890,Control,Biomass,Control,0.0703,0.3561,0.1494,0.2204,0.6821,0.0984,0.0111,0.0038,0.1136,0.0031,0.7524,0.0787,12.93550737,56.94877748
3M50924,Control,Biomass,Baseline,0.048,0.0077,0.0088,0.1943,0.5083,0.1702,0.0111,0.0038,0.0946,0.0031,0.4894,0.1056,7.609532835,51.39551477
3M50927,Intervention,LPG,Intervention,0.0762,0.4589,1.196,0.2383,0.3569,0.3828,0.0438,0.0161,0.4168,0.0031,0.6374,0.189,5.828880525,45.02540472
3M50986,Control,Biomass,Control,0.0457,0.1304,0.7161,0.2816,1.1341,0.3041,0.0206,0.0309,0.1704,0.0031,2.2682,0.0517,12.70248836,169.6289563
3M50987,Intervention,LPG,Intervention,0.0157,0.2221,0.3264,0.1969,0.3068,0.1432,0.0111,0.0294,0.275,0.0137,0.358,0.0517,4.639786074,9.689479742
3M50995,Control,Biomass,Control,0.0321,0.326,0.5431,0.5304,0.2825,0.0309,0.0111,0.0108,0.015,0.0212,0.3123,0.0517,22.97534826,127.206037
3M50998,Control,Biomass,Baseline,0.0924,0.5482,0.7029,0.6341,1.7561,0.2495,0.0276,0.0201,0.2151,0.0031,2.8837,0.1233,11.34860935,190.4920969
3M51000,Intervention,LPG,Intervention,0.1087,0.6929,0.3967,0.2076,0.3349,0.1938,0.0323,0.0228,0.3149,0.0031,0.5041,0.2235,2.584502789,9.73784653
3M51014,Intervention,LPG,Intervention,0.1342,0.5188,0.7902,0.3393,1.1012,0.4737,0.0161,0.0038,0.1505,0.0064,1.6692,0.2825,15.36308495,98.24713764
3M51018,Intervention,Biomass,Baseline,0.088,0.4315,0.277,0.8947,2.1853,0.3439,0.0111,0.0038,0.1545,0.0031,3.0864,0.0517,16.17437642,198.236443
3M51026,Control,Biomass,Control,0.1821,0.6334,0.4851,0.2212,0.6312,0.4796,0.03,0.0495,0.3048,0.0064,0.9296,0.2164,11.77192864,90.90435565
3M51036,Intervention,LPG,Intervention,0.065,0.8037,1.2168,0.4321,0.5066,0.2246,0.0599,0.0201,0.5081,0.0285,0.8766,0.1812,7.191615967,48.0150749
3M51073,Intervention,LPG,Intervention,0.0729,0.0632,0.3483,0.1209,0.2745,0.4358,0.0111,0.0161,0.1384,0.0082,0.3123,0.1693,2.601819391,9.803091732
3M51077,Intervention,Biomass,Baseline,0.1456,0.3337,0.7331,0.1877,1.9351,0.6597,0.023,0.0374,0.2641,0.0031,2.7522,0.0517,9.816311329,179.0682286
3M51083,Intervention,Biomass,Baseline,0.1739,0.7155,2.4463,0.1753,0.9389,0.8742,0.0829,0.0201,0.3967,0.0031,0.7415,0.147,10.14596113,46.44921734
3M51092,Intervention,LPG,Intervention,0.0393,0.2648,0.6869,0.4354,0.5159,0.1861,0.0369,0.0201,0.2531,0.0155,0.3068,0.1098,8.164597503,40.81420054
3M51094,Control,Biomass,Control,0.0966,0.6419,1.3885,0.3574,0.9429,0.6481,0.0621,0.063,0.4405,0.0303,1.178,0.1373,13.86799901,61.99037997
3M51102,Control,Biomass,Control,0.2491,0.2668,0.3786,0.3344,0.7754,0.2153,0.023,0.0201,0.248,0.0046,1.3734,0.0741,8.139135941,73.03855808
3M51112,Intervention,LPG,Intervention,0.1214,1.352,2.0476,0.2349,0.467,0.3138,0.0829,0.0334,0.5556,0.0064,0.3543,0.1004,2.610565002,23.36159762
3M51114,Control,Biomass,Baseline,0.2615,1.0024,0.9181,0.4031,1.789,1.3304,0.0345,0.0173,0.7455,0.0031,2.6901,0.1037,14.7115211,167.6400071
3M51125,Control,Biomass,Baseline,0.1211,0.4721,0.1813,0.1841,0.3399,0.3508,0.0369,0.0281,0.1655,0.0082,0.2849,0.0517,4.50918432,24.24444869
3M51129,Control,Biomass,Control,0.0953,1.0938,1.7344,0.5861,3.7157,0.4989,0.0645,0.0469,0.7181,0.023,9.9295,0.0517,19.41406262,489.9803081
3M51130,Intervention,LPG,Intervention,0.084,0.2226,0.3293,0.4284,0.5877,0.1532,0.023,0.0173,0.276,0.0031,0.2411,0.0884,8.14873529,36.43945037
3M51139,Control,Biomass,Baseline,0.0477,0.5035,0.8695,0.5176,2.7588,0.3832,0.0369,0.0389,0.4789,0.0031,4.6296,0.0517,14.44850614,102.8327467
3M51144,Control,Biomass,Control,0.1532,0.5327,1.7196,0.4568,0.6978,0.4206,0.0899,0.0562,0.4149,0.0031,0.904,0.3881,7.92275529,47.11915453
3M51146,Control,Biomass,Control,0.1169,0.0506,0.177,0.5276,1.1535,0.3401,0.023,0.0148,0.1067,0.0175,1.2108,0.273,9.860806345,70.43995229
3M51164,Control,Biomass,Control,0.0895,0.6078,0.8967,0.3709,1.705,0.4752,0.0506,0.0148,0.4241,0.0031,2.0929,0.1572,15.59808752,94.14428435
3M51187,Intervention,Biomass,Baseline,0.0977,0.5114,0.3503,0.2535,0.9705,0.3099,0.023,0.0068,0.1565,0.0031,1.3478,0.0908,14.72401052,319.7958233
3M51188,Intervention,LPG,Intervention,0.0873,0.5579,0.4084,0.16,0.3019,0.166,0.0111,0.0068,0.1644,0.0137,0.3488,0.2086,2.554747001,10.49407213
3M51198,Control,Biomass,Control,0.1008,0.5932,0.4834,0.1985,0.9002,0.2907,0.023,0.0615,0.2142,0.0031,1.6363,0.0999,9.426280076,52.83347112
3M51199,Intervention,LPG,Intervention,0.132,0.3105,0.1991,0.2845,0.3433,0.1127,0.0161,0.0038,0.0548,0.0119,0.2478,0.3136,2.635469353,14.90459022
3M51202,Intervention,LPG,Intervention,0.145,0.8266,1.377,0.2812,0.3667,0.2469,0.0575,0.0455,0.5939,0.0031,0.4675,0.4191,2.601819391,23.28333431
3M51253,Control,Biomass,Control,0.0153,0.0729,0.0258,0.25,2.7953,0.0679,0.0184,0.0121,0.0946,0.0082,5.0204,0.0517,12.80223352,117.9546888
3M51270,Intervention,Biomass,Baseline,0.013,0.0077,0.0561,0.8384,4.7074,0.397,0.0111,0.0108,0.0637,0.0303,15.6804,0.0517,10.46457803,555.4827123
3M51273,Control,Biomass,Baseline,0.2579,1.3334,2.2193,0.9131,5.4525,1.1874,0.1105,0.0615,0.7784,0.0031,8.3297,0.0939,10.71946536,409.6006573
3M51278,Control,Biomass,Control,0.0816,0.1653,0.4484,0.7511,7.0396,0.4135,0.0438,0.0402,0.1892,0.0064,16.831,0.0517,20.6994654,632.3942383
3M51280,Intervention,LPG,Intervention,0.0188,0.0077,0.0847,0.1382,0.2769,0.0835,0.0111,0.0038,0.0398,0.0031,0.1286,0.0517,2.661669898,10.93327672
3M51284,Control,Biomass,Control,0.0871,0.0961,0.1171,0.1974,1.0994,0.2078,0.0111,0.0093,0.1107,0.0031,1.6035,0.0517,15.56702944,108.1906814
3M51291,Control,Biomass,Baseline,0.1505,1.3763,1.7437,0.2814,1.7635,1.1467,0.0714,0.0696,0.86240000000000006,0.0285,3.6708,0.0517,8.972224132,267.1773725
3M51307,Control,Biomass,Control,0.0928,0.3541,0.1293,0.3006,0.9749,0.2517,0.0111,0.0038,0.0738,0.0031,1.2784,0.0517,15.05598302,80.32750338
3M51310,Intervention,LPG,Intervention,0.1662,0.9239,0.8509,0.3735,0.9007,0.8207,0.076,0.0133,0.6286,0.0046,1.3807,0.1414,10.3750303,73.34250309
3M51312,Intervention,LPG,Intervention,0.0294,0.0933,0.3779,0.2168,0.221,0.1868,0.023,0.0093,0.2221,0.0031,0.0705,0.0517,2.632688434,10.81423026
3M51314,Intervention,LPG,Intervention,0.1081,0.0458,0.1408,0.2281,0.2506,0.6447,0.0111,0.0038,0.0568,0.0031,0.2648,0.0804,2.60618486,10.70536217
3M51322,Control,Biomass,Baseline,0.168,1.9021,3.0062,0.5031,3.5952,0.727,0.1129,0.0402,0.9555,0.0321,6.9673,0.1158,20.59541886,233.231869
3M51328,Control,Biomass,Control,0.0212,0.0469,0.1311,0.2623,0.7373,0.0928,0.0206,0.0093,0.1225,0.0031,0.442,0.0517,10.97277652,51.65596501
3M51332,Intervention,Biomass,Baseline,0.2679,2.1399,3.7031,0.5977,1.9497,0.782,0.076,0.0148,0.8879,0.0394,3.7859,0.1045,11.75151683,204.209224
3M51338,Intervention,LPG,Intervention,0.0617,0.5121,1.0656,0.3583,0.6224,0.1788,0.0254,0.0133,0.2301,0.0082,0.2098,0.1735,6.457291309,31.8054293
3M51353,Intervention,LPG,Intervention,0.0641,0.4814,0.2531,0.4127,0.2767,0.0838,0.0111,0.0038,0.1196,0.0031,0.0475,0.116,2.567415168,18.38036441
3M51356,Control,Biomass,Control,0.0798,0.7681,1.0032,0.6102,4.607,0.2456,0.0645,0.0188,0.4515,0.01,10.1285,0.0517,16.29961789,322.3053466
3M51359,Intervention,LPG,Intervention,0.1408,0.5152,0.5937,0.6074,0.2056,0.3934,0.0111,0.0038,0.0787,0.0031,0.1098,0.1452,5.74970367,29.72071671
3M51366,Intervention,LPG,Intervention,0.0756,0.5227,0.7278,0.646,0.3448,0.2436,0.0323,0.0093,0.248,0.01,0.1246,0.1538,4.166217287,26.55344381
3M51377,Control,Biomass,Control,0.0546,0.1848,0.2162,0.4418,0.2898,0.0614,0.0254,0.0068,0.1963,0.0031,0.0555,0.1348,2.623794217,17.60998807
3M51385,Intervention,LPG,Intervention,0.0902,1.2375,1.4702,0.5738,0.6169,0.2851,0.0575,0.0241,0.6067,0.0194,0.3726,0.1722,9.810163515,35.08995669
3M51400,Intervention,LPG,Intervention,0.0398,0.2798,0.5935,0.5104,0.4038,0.2182,0.0161,0.0133,0.2142,0.0082,0.1571,0.1273,4.978666427,33.31799372
3M51406,Intervention,LPG,Intervention,0.0647,0.4091,1.0967,0.589,0.4852,0.263,0.0415,0.0121,0.2769,0.0064,0.1123,0.2215,2.569582702,22.42235865
3M51408,Control,Biomass,Control,0.1972,0.9053,1.7695,0.7426,1.2749,0.7557,0.0668,0.0389,0.6304,0.0137,1.808,0.1572,16.39451432,284.5332838
3M51418,Intervention,LPG,Intervention,0.1565,0.2831,0.6649,0.4672,1.4311,0.5627,0.0369,0.0188,0.2162,0.0082,2.0053,0.1552,15.28507606,70.79872963
3M51456,Control,Biomass,Control,0.1505,0.7291,1.0855,0.4071,0.2623,0.713,0.0621,0.0038,0.2938,0.0031,0.4255,0.252,2.687346326,25.25113861
3M51466,Control,Biomass,Baseline,0.1176,0.6187,0.7446,0.4555,0.9367,0.2749,0.0184,0.008,0.1574,0.0064,1.777,0.1417,13.61181349,128.8364297
3M51467,Intervention,LPG,Intervention,0.0066,0.0077,0.0088,0.0033,0.002,0.0051,0.0111,0.0038,0.0055,0.01,0.0038,0.0517,2.619369606,49.22481657
3M51469,Intervention,LPG,Intervention,0.1395,0.6109,0.892,0.3859,0.3043,0.164,0.0161,0.0038,0.1145,0.0031,0.1828,0.2802,2.533908934,10.40847611
3M51478,Control,Biomass,Baseline,0.1326,0.6845,0.8874,0.5132,1.0132,0.2378,0.0369,0.0093,0.1724,0.0119,2.0509,0.1996,13.61181349,128.8364297
3M51486,Intervention,LPG,Intervention,0.0656,0.7018,0.4242,0.1883,0.4056,0.0615,0.0161,0.008,0.2272,0.0031,0.2502,0.1014,3.746624047,30.4725055
3M51500,Control,Biomass,Control,0.0121,0.0077,0.1709,0.1846,0.3651,0.2321,0.0111,0.0121,0.278,0.0031,0.263,0.0846,2.567415168,18.38036441
3M51510,Intervention,LPG,Intervention,0.0603,0.9104,1.2421,1.0167,0.61240000000000006,0.1333,0.0805,0.0108,0.5994,0.0031,0.0731,0.175,2.584502789,33.53613702
3M51532,Intervention,LPG,Intervention,0.1569,0.6684,2.1367,1.1137,0.9119,1.1968,0.0968,0.0093,0.4862,0.034,0.4273,0.3298,2.623794217,41.08997217
3M51551,Intervention,LPG,Intervention,0.1399,1.0916,2.0316,0.6514,0.5461,0.3227,0.0853,0.0615,0.866,0.0155,0.1516,0.3846,4.762974459,55.27132635
3M51600,Control,Biomass,Baseline,0.1898,1.0289,2.6899,0.4734,1.2656,0.6149,0.0829,0.0362,0.4898,0.0031,1.0812,0.4438,11.28260507,78.27729852
3M51612,Control,Biomass,Baseline,0.3888,0.4957,0.3085,0.3052,0.9729,0.4505,0.0111,0.008,0.248,0.0031,0.8638,0.1693,7.104850409,63.28710945
3M51617,Control,Biomass,Baseline,0.1308,1.0881,1.3547,0.3853,1.1332,0.2928,0.0645,0.0522,0.5263,0.0031,0.9186,0.2413,13.15510179,105.3759286
3M51618,Control,Biomass,Control,0.2126,0.5364,0.427,0.4812,2.0264,0.4703,0.0206,0.0241,0.2212,0.0137,2.6499,0.1954,16.93868444,122.5136831
3M51632,Intervention,LPG,Intervention,0.1671,0.6942,1.537,0.4558,0.7102,0.2509,0.0111,0.0241,0.1863,0.0064,0.2228,0.2924,5.674606813,34.81039438
3M51658,Intervention,Biomass,Baseline,0.149,0.6947,0.585,0.2553,0.4805,0.4179,0.0323,0.0133,0.3258,0.0031,0.7451,0.1625,8.104304534,53.10688762
3M51661,Control,Biomass,Control,0.0944,0.585,1.0625,0.2363,0.5577,0.2151,0.0111,0.0148,0.3576,0.0031,0.61,0.257,8.426378219,60.44434428
3M51662,Intervention,LPG,Intervention,0.1114,0.2237,0.6003,0.7234,1.8694,0.2906,0.0111,0.008,0.1874,0.01,1.0118,0.3443,12.68458421,60.59039999
3M51665,Intervention,Biomass,Baseline,0.0857,0.5276,1.0097,0.9882,4.9887,0.4171,0.0391,0.0349,0.254,0.0321,3.2343,0.0897,32.46684099,780.2623916
3M51672,Control,Biomass,Control,0.0882,0.0559,0.1242,0.5075,0.9462,0.2641,0.0206,0.0108,0.1456,0.0064,0.915,0.25,11.85444265,61.82933539
3M51678,Intervention,Biomass,Baseline,0.032,0.223,0.3317,0.6469,5.8397,0.1518,0.0276,0.0093,0.2122,0.0285,13.929,0.0517,7.723581149,654.86269
3M51684,Control,Biomass,Control,0.2082,1.5531,2.8463,0.5908,4.8407,0.9276,0.1059,0.0442,0.6797,0.0031,13.0542,0.1655,16.90301827,259.037748
3M51685,Control,Biomass,Baseline,0.151,0.6414,0.9928,0.3894,0.6584,0.4869,0.076,0.0309,0.3298,0.1835,0.6319,0.3598,10.14141426,93.28960124
3M51688,Intervention,LPG,Intervention,0.1598,0.8452,0.7926,0.3543,0.2772,0.3567,0.0323,0.0228,0.3346,0.0031,0.1368,0.387,2.588810294,20.85022588
3M51689,Intervention,LPG,Intervention,0.2655,2.0184,2.8243,0.4427,1.4804,0.8949,0.1516,0.0334,1.2678,0.0031,2.4582,0.3572,12.56592971,104.0716954
3M51690,Intervention,LPG,Intervention,0.0663,0.4653,0.1487,0.2425,0.2029,0.0657,0.0111,0.0121,0.1196,0.0031,0.0555,0.1297,2.030966173,26.68107187
3M51691,Intervention,LPG,Intervention,0.0948,0.6682,1.2698,0.4593,0.6092,0.3958,0.046,0.0294,0.5556,0.0082,0.1733,0.2416,4.382529245,35.2622478
3M51694,Intervention,LPG,Intervention,0.0345,0.0968,0.2557,0.2612,0.2542,0.0743,0.0111,0.0038,0.1644,0.0031,0.061,0.1941,2.655190045,19.00875294
3M51695,Intervention,LPG,Intervention,0.0553,0.3379,0.4297,0.2677,0.1784,0.0857,0.0323,0.0228,0.284,0.0175,0.05,0.2566,2.575930641,20.74649341
3M51698,Control,Biomass,Control,0.1364,0.561,1.602,0.5731,1.4913,0.4149,0.0668,0.0133,0.4825,0.0175,0.946,0.3187,16.50434893,93.91993638
3M51705,Control,Biomass,Baseline,0.1134,1.6725,2.7487,0.4418,2.2474,0.3527,0.0944,0.0751,1.003,0.0248,3.3567,0.2539,18.46851838,256.2401497
3M51711,Intervention,Biomass,Baseline,0.0774,0.2869,0.3969,0.3985,0.4336,0.1109,0.0323,0.0228,0.2292,0.0031,0.1408,0.286,5.862994115,35.58059023
3M51728,Control,Biomass,Control,0.1167,0.6573,1.4106,0.6748,2.6182,0.3338,0.0621,0.0038,0.3547,0.0046,3.4444,0.1222,20.26005448,214.9266981
3M51743,Control,Biomass,Control,0.0816,0.7276,0.6724,0.4239,1.0218,0.1328,0.023,0.0038,0.271,0.0155,1.6491,0.1214,6.610977784,109.9188185
3M51747,Control,Biomass,Control,0.1359,0.4873,0.9131,0.4135,0.7555,0.3959,0.0206,0.0093,0.1185,0.0031,0.568,0.1645,12.36331222,75.96859965
3M51751,Intervention,Biomass,Baseline,0.1777,0.7813,2.2916,1.053,1.053,1.104,0.03,0.0173,0.3287,0.0031,0.7086,0.1664,14.92957922,112.735335
3M51757,Intervention,LPG,Intervention,0.1136,1.4479,2.2058,0.4056,0.6096,0.2385,0.0805,0.055,0.74,0.0031,0.2447,0.145,5.979695686,46.88077769
3M51767,Intervention,LPG,Intervention,0.0727,0.4277,0.601,0.3989,1.3657,0.1567,0.023,0.0214,0.2111,0.0194,2.06,0.1569,9.839510642,53.55366236
3M51769,Intervention,Biomass,Baseline,0.038,0.1401,0.2935,0.9924,1.2576,0.1739,0.023,0.0038,0.2002,0.0031,0.7634,0.0873,8.959960334,63.95034557
3M51775,Intervention,Biomass,Baseline,0.1372,0.3532,1.2256,2.0129,9.7151,0.5833,0.03,0.008,0.2053,0.0031,9.4455,0.1549,18.80120964,333.9340081
3M51778,Control,Biomass,Control,0.0307,0.0858,0.0953,0.9148,0.6956,0.1256,0.0111,0.0121,0.1275,0.0031,0.1678,0.0802,8.876264096,64.24439346
3M51780,Control,Biomass,Baseline,0.2935,2.6322,4.0872,1.1076,1.1051,0.9703,0.145,0.0402,1.3372,0.0082,1.0081,0.2484,7.404802993,62.15514489
3M51781,Intervention,LPG,Intervention,0.1589,0.7844,1.1646,1.0492,0.4526,0.6721,0.046,0.0201,0.5209,0.0155,0.107,0.1483,4.511644721,36.63960615
3M51782,Intervention,LPG,Intervention,0.103,0.8271,1.1769,0.2999,0.3519,0.1434,0.0484,0.0294,0.3377,0.0031,0.1693,0.1786,2.597468522,20.91995907
3M51789,Control,Biomass,Control,0.0864,0.7075,0.77,0.3278,0.3335,0.0915,0.0111,0.0133,0.275,0.0031,0.2539,0.112,9.57790822,89.3749107
3M51790,Control,Biomass,Baseline,0.0937,0.6721,0.4686,0.3883,1.0611,0.1426,0.0111,0.008,0.1952,0.0064,0.9716,0.0853,11.3193336,91.81537594
3M51796,Intervention,Biomass,Baseline,0.1214,1.327,2.3798,0.3178,0.4456,0.3369,0.0875,0.0241,0.7455,0.0031,0.3926,0.2539,3.779567861,41.49298682
3M51811,Intervention,Biomass,Baseline,0.3936,2.0491,3.7897,0.6065,3.0985,1.476,0.145,0.0871,1.4797,0.0212,5.099,0.2741,13.5173525,254.99423
3M51813,Control,Biomass,Baseline,0.0864,0.6218,1.3907,0.6237,4.4079,0.1775,0.0369,0.0268,0.2898,0.0321,10.3276,0.1415,15.03044551,141.3574636
3M51814,Control,Biomass,Control,0.2416,1.2342,1.9987,0.4173,0.6679,0.8386,0.1174,0.0522,0.9099,0.0031,0.8036,0.2139,6.782367542,60.6760104
3M51816,Control,Biomass,Baseline,0.1523,1.7757,2.7842,0.439,1.1354,0.6125,0.122,0.0161,0.8058,0.0082,1.4428,0.151,9.1041479,127.206037
3M51837,Control,Biomass,Control,0.0502,0.2387,0.4383,0.4067,0.7992,0.1151,0.0111,0.0038,0.1026,0.0031,0.4894,0.0937,11.31064251,77.49565418
3M51839,Control,Biomass,Baseline,0.3174,0.9252,1.9121,0.3561,0.5619,0.6931,0.0506,0.0241,0.2699,0.0137,0.4785,0.2144,6.921281493,54.83764382
3M51851,Control,Biomass,Baseline,0.0961,0.5355,0.2951,0.3541,0.3083,0.1485,0.0111,0.0038,0.1087,0.0119,0.1516,0.1563,11.17287164,74.44898743
3M51855,Control,Biomass,Control,0.1262,0.6912,0.9919,0.4096,0.608,0.328,0.0415,0.0173,0.2002,0.0031,0.2338,0.2036,8.202754442,64.04506242
3M51859,Control,Biomass,Control,0.0566,0.2661,0.282,0.4341,2.2785,0.2142,0.0111,0.0068,0.1107,0.0119,5.519,0.1163,18.05138991,366.1616849
3M51861,Intervention,LPG,Intervention,0.0951,1.1306,1.7366,0.3693,0.5709,0.2413,0.053,0.0214,0.5446,0.0137,0.2539,0.1748,4.879401366,38.54663608
3M51873,Control,Biomass,Control,0.1421,0.631,0.9073,0.9022,1.3493,0.5462,0.053,0.0201,0.4935,0.01,0.4255,0.2876,10.12786575,75.87768969
3M51874,Intervention,LPG,Intervention,0.1481,1.5984,2.4766,0.7212,0.7438,1.0844,0.1335,0.0429,1.2678,0.0031,0.1899,0.305,4.170721276,44.65452
3M51881,Control,Biomass,Control,0.5289,0.4562,1.2753,0.8269,1.3818,1.1159,0.0506,0.0482,0.3729,0.0031,0.9223,0.2674,8.629993864,135.2699218
3M51895,Intervention,Biomass,Baseline,0.05,0.0077,0.0464,0.9891,1.3359,0.1492,0.0111,0.0068,0.0888,0.0031,0.7305,0.1344,13.77476477,198.0771458
3M51909,Control,Biomass,Control,0.0984,0.6007,1.5133,0.9814,1.9936,0.4191,0.0276,0.0334,0.2959,0.0031,0.7433,0.1185,12.32603485,83.71233232
3M51914,Intervention,LPG,Intervention,0.0511,0.3908,0.5431,0.8406,0.5002,0.233,0.023,0.0133,0.2232,0.0031,0.0583,0.0873,4.410234794,40.27361511
3M51915,Control,Biomass,Control,0.0665,0.7501,0.5623,0.9318,0.8258,0.1684,0.0276,0.0038,0.2659,0.0064,0.1233,0.1017,8.085116058,47.39884393
3M51916,Control,Biomass,Baseline,0.0747,0.404,0.2303,1.1913,0.9062,0.0972,0.0111,0.0038,0.1813,0.01,0.0488,0.1695,7.699414136,54.8395635
3M51924,Control,Biomass,Baseline,0.1452,0.8249,1.2296,1.1219,2.0904,0.3901,0.0276,0.0161,0.2641,0.0046,1.4775,0.2106,18.03860936,201.5521835
3M51926,Intervention,LPG,Intervention,0.0466,0.4325,0.7919,0.9581,0.2595,0.1731,0.03,0.0268,0.3912,0.0082,0.023,0.1499,2.619369606,19.92433052
